@relation mainnew-weka.filters.unsupervised.attribute.Remove-R1_clustered

@attribute Instance_number numeric
@attribute 769.948669 numeric
@attribute 2982.984131 numeric
@attribute Cluster {cluster0,cluster1}

@data
717,3587.154785,5091.76709,cluster0
718,3716.540039,5056.472168,cluster0
719,3384.380371,4836.52832,cluster0
720,3581.21582,5114.430176,cluster0
721,3581.21582,5119.631348,cluster0
722,3579.943115,5127.433594,cluster0
723,3348.322266,4810.521484,cluster0
724,3552.369141,5136.350098,cluster0
725,3429.77124,4785.629395,cluster0
726,3327.111572,4795.289062,cluster0
727,3792.474365,5097.339844,cluster0
728,3796.716553,5099.94043,cluster0
729,3511.220459,5149.725098,cluster0
730,3506.978271,5261.183105,cluster0
731,3792.474365,5074.676758,cluster0
732,3396.682617,4756.650391,cluster0
733,3583.336914,5220.314941,cluster0
734,3830.653809,5120.00293,cluster0
735,3277.054199,4759.994141,cluster0
736,3698.298828,5154.92627,cluster0
737,3286.386963,4882.597656,cluster0
738,3465.405273,5145.266602,cluster0
739,3271.115234,4773.740723,cluster0
740,3868.408691,5133.37793,cluster0
741,3266.873047,4788.22998,cluster0
742,3634.666748,5212.884766,cluster0
743,3883.256348,5137.464844,cluster0
744,3266.873047,4801.233398,cluster0
745,3394.98584,5050.527344,cluster0
746,3585.458008,5289.047363,cluster0
747,3264.751953,4814.236816,cluster0
748,3909.557617,5144.523926,cluster0
749,3256.267822,4827.240234,cluster0
750,3745.810791,5100.312012,cluster0
751,3772.112061,5180.561523,cluster0
752,3755.143555,4973.621582,cluster0
753,3903.194336,5161.985352,cluster0
754,3340.262207,4694.977051,cluster0
755,3939.252441,5147.496094,cluster0
756,3753.022461,4948.35791,cluster0
757,3695.329346,5256.353027,cluster0
758,3641.454102,5309.853027,cluster0
759,3222.330566,4858.44873,cluster0
760,3890.89209,5190.964355,cluster0
761,3786.5354,5122.975098,cluster0
762,3573.155762,5358.151367,cluster0
763,3859.076172,5152.325684,cluster0
764,3500.190918,4639.248047,cluster0
765,3790.777588,4948.729492,cluster0
766,3569.337891,5382.671875,cluster0
767,3729.690674,5278.272949,cluster0
768,3382.259277,4649.650879,cluster0
769,3867.984619,5214.370605,cluster0
770,3618.546631,5344.404785,cluster0
771,3971.068604,5172.016602,cluster0
772,3195.180908,4893.37207,cluster0
773,3528.188965,4659.310547,cluster0
774,3699.99585,5331.772949,cluster0
775,3597.760254,5388.245117,cluster0
776,3296.568115,5110.343262,cluster0
777,3965.553711,5202.481934,cluster0
778,3259.237305,5020.0625,cluster0
779,3669.028076,4947.614746,cluster0
780,3285.962646,5113.687012,cluster0
781,3180.333496,4923.094238,cluster0
782,3780.596436,4895.972656,cluster0
783,3769.991211,5303.537109,cluster0
784,3723.327637,5348.491699,cluster0
785,3624.909912,5394.189453,cluster0
786,3271.963623,5088.42334,cluster0
787,3436.134521,4592.435547,cluster0
788,3862.469727,4949.84375,cluster0
789,3100.156982,4633.675293,cluster0
790,3960.039062,5231.83252,cluster0
791,3167.606934,4952.444824,cluster0
792,3789.504883,5279.759277,cluster0
793,3745.386719,4892.257324,cluster0
794,3929.495605,5012.260254,cluster0
795,3250.328857,5140.808594,cluster0
796,3553.641846,5474.438965,cluster0
797,3949.009521,5257.839355,cluster0
798,3245.238281,5146.009766,cluster0
799,3733.084473,4881.48291,cluster0
800,3815.806152,5328.057617,cluster0
801,4064.819824,5179.075684,cluster0
802,3522.25,5540.570801,cluster0
803,3296.992432,4589.834961,cluster0
804,3199.847168,4595.407715,cluster0
805,3434.861816,5337.717285,cluster0
806,3771.263672,5383.786621,cluster0
807,3229.542236,5163.100098,cluster0
808,3151.911133,4993.3125,cluster0
809,3053.069092,4600.609375,cluster0
810,3982.098145,5275.672363,cluster0
811,3597.335938,5473.324219,cluster0
812,3613.031738,4742.532227,cluster0
813,3201.119873,5131.520508,cluster0
814,3555.762939,5525.709473,cluster0
815,3190.514648,5138.579102,cluster0
816,3395.409912,5353.692871,cluster0
817,3186.272461,5125.575684,cluster0
818,3202.816895,5192.450684,cluster0
819,4146.693359,5166.072266,cluster0
820,3722.479004,4821.66748,cluster0
821,3624.485596,5472.581543,cluster0
822,3179.90918,5134.864258,cluster0
823,3562.550293,5557.660645,cluster0
824,3971.49292,4951.330078,cluster0
825,3739.871826,5437.286133,cluster0
826,4144.996582,5186.506348,cluster0
827,647.775024,3519.468018,cluster1
828,3849.743408,6173.651367,cluster0
829,4099.181152,6256.873047,cluster0
830,3632.121582,5868.256836,cluster0
831,3638.060547,5911.354004,cluster0
832,4277.351074,6255.387207,cluster0
833,3631.272949,5936.989258,cluster0
834,3614.72876,5961.881348,cluster0
835,3732.236084,5863.426758,cluster0
836,3529.037354,5838.534668,cluster0
837,3528.188965,5813.270996,cluster0
838,4279.896484,6323.748047,cluster0
839,3781.869141,5861.569336,cluster0
840,4278.199707,6163.248535,cluster0
841,3518.856201,5765.715332,cluster0
842,3530.734375,5942.19043,cluster0
843,3820.04834,5861.940918,cluster0
844,3446.315674,5822.559082,cluster0
845,3742.417236,5959.652344,cluster0
846,4213.719238,6325.605469,cluster0
847,3743.265625,5963.739258,cluster0
848,3741.144531,5967.454102,cluster0
849,3739.023438,5971.541016,cluster0
850,3781.444824,5785.40625,cluster0
851,3518.856201,5720.018066,cluster0
852,4280.320801,6424.431641,cluster0
853,4287.956543,6434.091309,cluster0
854,4195.901855,6372.046387,cluster0
855,3892.164795,5862.3125,cluster0
856,4175.115723,6163.991699,cluster0
857,4283.714355,6451.924316,cluster0
858,3828.956787,5939.589844,cluster0
859,3450.982178,5934.01709,cluster0
860,3831.502197,5943.676758,cluster0
861,3529.885986,5674.320312,cluster0
862,4282.017578,6468.271484,cluster0
863,3840.410645,5955.56543,cluster0
864,4159.419434,6369.817383,cluster0
865,3348.746338,5812.15625,cluster0
866,4258.685547,6447.837891,cluster0
867,3536.67334,5654.629395,cluster0
868,3485.767578,6114.578613,cluster0
869,3780.596436,5711.101074,cluster0
870,4284.138672,6486.848145,cluster0
871,3934.161865,5853.395508,cluster0
872,3786.959717,5704.413574,cluster0
873,3867.984619,5783.177246,cluster0
874,3881.559326,5783.177246,cluster0
875,4120.39209,6375.761719,cluster0
876,3474.313721,6144.300781,cluster0
877,4179.35791,6239.783203,cluster0
878,4172.570312,6456.01123,cluster0
879,3297.84082,5806.583496,cluster0
880,4102.150879,6379.477051,cluster0
881,4331.650391,6486.848145,cluster0
882,3902.345947,5793.208496,cluster0
883,4288.805176,6541.09082,cluster0
884,4154.329102,6457.497559,cluster0
885,3596.487549,5640.139648,cluster0
886,3911.254395,5805.097168,cluster0
887,4090.697021,6380.591309,cluster0
888,3990.158203,5840.763672,cluster0
889,4276.078613,5957.794434,cluster0
890,4081.788574,6381.334473,cluster0
891,4066.516846,6165.477539,cluster0
892,3344.080078,5922.12793,cluster0
893,3431.468262,5639.024902,cluster0
894,4014.338379,5834.819336,cluster0
895,4056.335693,6377.990723,cluster0
896,3246.935059,5810.67041,cluster0
897,4299.410156,6577.128906,cluster0
898,3612.18335,5679.521484,cluster0
899,4381.283691,6474.587402,cluster0
900,3342.807373,5950.364258,cluster0
901,4275.22998,5910.982422,cluster0
902,3963.008545,5957.794434,cluster0
903,3574.00415,5589.240723,cluster0
904,3341.958984,5962.25293,cluster0
905,3224.027588,5822.559082,cluster0
906,4390.192383,6491.306152,cluster0
907,3325.838867,5950.364258,cluster0
908,3998.642578,5803.98291,cluster0
909,3963.008545,5967.825684,cluster0
910,3567.640869,6205.602539,cluster0
911,3217.23999,5803.611328,cluster0
912,4301.53125,6606.851074,cluster0
913,3212.997803,5802.496582,cluster0
914,4055.911377,5825.159668,cluster0
915,3962.584229,5977.856934,cluster0
916,4344.80127,5941.076172,cluster0
917,3436.98291,5578.094727,cluster0
918,3450.557861,6250.928711,cluster0
919,3363.593994,5622.306641,cluster0
920,3449.285156,6255.758789,cluster0
921,3946.888428,5985.287598,cluster0
922,4190.811523,6545.177734,cluster0
923,4294.744141,6635.458496,cluster0
924,4275.22998,5866.770508,cluster0
925,3696.177734,5610.789062,cluster0
926,3385.653076,5983.058594,cluster0
927,3444.19458,5550.602051,cluster0
928,3339.837891,5616.733398,cluster0
929,3420.438721,6256.130371,cluster0
930,3361.896973,5648.68457,cluster0
931,3635.939453,5749.368164,cluster0
932,3361.4729,5652.771484,cluster0
933,3268.994141,5940.333008,cluster0
934,4208.204102,5911.725586,cluster0
935,3180.333496,5864.913086,cluster0
936,4459.338867,6454.896484,cluster0
937,4027.489014,6469.757812,cluster0
938,3915.496582,6001.263184,cluster0
939,4111.059082,5812.527832,cluster0
940,4520.850098,6381.334473,cluster0
941,4022.822754,6470.129395,cluster0
942,3366.13916,5664.660645,cluster0
943,3624.909912,6163.620117,cluster0
944,3476.434814,5565.462891,cluster0
945,3638.484619,5779.833496,cluster0
946,4781.317383,6392.108887,cluster0
947,4986.637207,6527.344238,cluster0
948,5110.083496,6617.996582,cluster0
949,5144.020508,6547.406738,cluster0
950,5052.390625,6727.597168,cluster0
951,5172.442871,6489.820312,cluster0
952,5266.618652,6673.725586,cluster0
953,5259.831055,6683.013672,cluster0
954,5254.316406,6690.072754,cluster0
955,5204.259277,6425.546387,cluster0
956,5244.983887,6529.57373,cluster0
957,5230.13623,6720.909668,cluster0
958,5158.868164,6773.294922,cluster0
959,5216.561523,6396.566895,cluster0
960,5164.807129,6769.951172,cluster0
961,5216.137207,6739.114258,cluster0
962,5300.131348,6595.333496,cluster0
963,5318.372559,6568.955078,cluster0
964,5138.930176,6815.277344,cluster0
965,5227.166504,6347.525879,cluster0
966,5328.129883,6555.208984,cluster0
967,5156.322754,6694.902832,cluster0
968,5283.586914,6458.983398,cluster0
969,5130.445801,6641.774414,cluster0
970,5350.188965,6523.257324,cluster0
971,5356.12793,6513.969238,cluster0
972,5227.166504,6291.425293,cluster0
973,5227.166504,6279.907715,cluster0
974,5306.494629,6401.396973,cluster0
975,5217.409668,6841.655762,cluster0
976,4942.094727,6949.026367,cluster0
977,5400.246094,6618.739746,cluster0
978,5318.796875,6396.938477,cluster0
979,5226.742676,6849.45752,cluster0
980,5323.039062,6398.053223,cluster0
981,4931.489258,6969.460449,cluster0
982,5231.408691,6863.575684,cluster0
983,5415.09375,6626.913574,cluster0
984,5090.145508,6920.418945,cluster0
985,5382.853027,6467.157227,cluster0
986,5341.280273,6404.740723,cluster0
987,5284.859863,6291.425293,cluster0
988,5233.529785,6881.780273,cluster0
989,5331.099121,6363.129883,cluster0
990,5389.216309,6456.01123,cluster0
991,5333.220215,6352.355469,cluster0
992,5430.365234,6561.15332,cluster0
993,5242.862793,6893.669434,cluster0
994,4885.674316,6918.933105,cluster0
995,5394.307129,6428.518555,cluster0
996,5130.445801,6292.168457,cluster0
997,5324.73584,6291.425293,cluster0
998,4870.402344,6920.418945,cluster0
999,4882.70459,6899.985352,cluster0
1000,5333.220215,6291.796875,cluster0
1001,5324.73584,6316.317383,cluster0
1002,5033.300781,6981.349609,cluster0
1003,4885.674316,6886.23877,cluster0
1004,5398.973633,6404.740723,cluster0
1005,5227.166504,6168.450195,cluster0
1006,5126.62793,6321.147461,cluster0
1007,5161.837891,6946.797363,cluster0
1008,5057.905273,6990.266113,cluster0
1009,5486.361328,6564.868652,cluster0
1010,5127.476562,6334.150879,cluster0
1011,5256.861816,6357.928223,cluster0
1012,5227.166504,6152.103027,cluster0
1013,5403.639648,6377.247559,cluster0
1014,5374.369141,6293.282715,cluster0
1015,5128.749023,6346.411133,cluster0
1016,5506.723633,6542.948242,cluster0
1017,5301.404297,6174.022949,cluster0
1018,5495.27002,6523.257324,cluster0
1019,5106.689941,7008.099121,cluster0
1020,5339.15918,6925.992188,cluster0
1021,5231.408691,6108.634277,cluster0
1022,5471.51416,6433.719727,cluster0
1023,5420.184082,6325.977051,cluster0
1024,5424.001953,6312.973633,cluster0
1025,5135.960449,6395.824219,cluster0
1026,5239.46875,6086.714355,cluster0
1027,5136.384766,7007.727539,cluster0
1028,5057.480957,6321.519043,cluster0
1029,5127.900391,6399.539551,cluster0
1030,5051.541992,6327.091797,cluster0
1031,5242.01416,6994.724121,cluster0
1032,5365.460449,6179.224121,cluster0
1033,4985.364746,7078.689453,cluster0
1034,5043.057617,6337.865723,cluster0
1035,5252.195312,6061.079102,cluster0
1036,4935.731445,6777.381348,cluster0
1037,5115.598145,6155.817871,cluster0
1038,5038.81543,6357.928223,cluster0
1039,4719.382324,6864.318848,cluster0
1040,5043.057617,6368.702637,cluster0
1041,5531.752441,6470.129395,cluster0
1042,5068.086426,6379.477051,cluster0
1043,4829.678223,7185.688965,cluster0
1044,5468.120117,6237.182129,cluster0
1045,5387.943848,6100.832031,cluster0
1046,4677.80957,6840.169434,cluster0
1047,5059.602051,6143.186035,cluster0
1048,5389.216309,6096.374023,cluster0
1049,5302.252441,5999.03418,cluster0
1050,5692.105469,6609.823242,cluster0
1051,5125.779297,6056.992188,cluster0
1052,5229.711914,7076.459961,cluster0
1053,5041.36084,7142.220215,cluster0
1054,5401.942871,6082.255859,cluster0
1055,5340.855957,7041.165039,cluster0
1056,5396.428223,6067.023438,cluster0
1057,5394.731445,6060.335938,cluster0
1058,5417.214844,6107.519531,cluster0
1059,5706.952637,6574.899902,cluster0
1060,5087.600098,6047.33252,cluster0
1061,5415.09375,6059.592773,cluster0
1062,4985.364746,6657.75,cluster0
1063,5508.42041,6166.963867,cluster0
1064,5835.06543,6662.580078,cluster0
1065,6245.70459,6631.371582,cluster0
1066,3861.621338,2908.307373,cluster1
1067,3817.503174,2843.290283,cluster1
1068,3773.384766,2865.210205,cluster1
1069,3708.47998,2987.442383,cluster1
1070,3692.359863,2993.386719,cluster1
1071,3708.055908,2769.356445,cluster1
1072,3655.453369,2925.397461,cluster1
1073,3618.546631,3020.136719,cluster1
1074,3691.511475,2654.926514,cluster1
1075,3644.423584,3058.032471,cluster1
1076,3612.607666,2860.380371,cluster1
1077,3646.968994,2679.818604,cluster1
1078,3739.871826,2628.176514,cluster1
1079,3560.429199,2933.942627,cluster1
1080,3679.209229,3109.674561,cluster1
1081,3646.968994,2838.832031,cluster1
1082,3646.968994,2827.314697,cluster1
1083,3571.458984,2797.964111,cluster1
1084,3707.20752,2580.249756,cluster1
1085,3507.402588,2963.664795,cluster1
1086,3711.025391,3157.601318,cluster1
1087,3618.122314,2788.304443,cluster1
1088,3529.037354,3116.362061,cluster1
1089,3600.30542,2786.446777,cluster1
1090,3484.919189,2965.893799,cluster1
1091,3512.917236,2862.981201,cluster1
1092,3477.70752,2966.265381,cluster1
1093,3727.993896,3181.37915,cluster1
1094,3533.279541,2742.978271,cluster1
1095,3560.853516,3173.577148,cluster1
1096,3652.907959,2505.572998,cluster1
1097,3670.300781,3210.729736,cluster1
1098,3446.315674,2897.532959,cluster1
1099,3896.831055,2555.357422,cluster1
1100,3579.094727,3190.667236,cluster1
1101,3904.467041,2551.64209,cluster1
1102,3459.466309,2783.845947,cluster1
1103,3430.619873,2916.480957,cluster1
1104,3512.493164,3199.955322,cluster1
1105,3696.177734,3245.281738,cluster1
1106,3448.436768,2767.127441,cluster1
1107,3613.880371,2451.330078,cluster1
1108,3612.607666,3240.45166,cluster1
1109,3491.706543,3171.3479,cluster1
1110,3940.949463,2615.544678,cluster1
1111,3367.411865,2947.317627,cluster1
1112,3852.288574,2481.795166,cluster1
1113,3576.973633,3258.285156,cluster1
1114,3895.134277,2853.692871,cluster1
1115,3582.912598,2403.774658,cluster1
1116,3573.155762,2388.170654,cluster1
1117,3971.916992,2657.898682,cluster1
1118,3822.169434,2441.298828,cluster1
1119,3986.764404,2678.704102,cluster1
1120,3909.981689,2451.330078,cluster1
1121,3800.534424,2421.979492,cluster1
1122,3620.667725,3323.302246,cluster1
1123,3538.794434,2334.299316,cluster1
1124,3312.263916,2861.123535,cluster1
1125,4070.334717,2473.993164,cluster1
1126,3911.678711,2690.9646,cluster1
1127,3273.236328,3000.817383,cluster1
1128,3481.525391,3306.583496,cluster1
1129,3773.384766,2402.288574,cluster1
1130,4063.123047,2559.444092,cluster1
1131,3701.692627,3369.74292,cluster1
1132,3662.240723,2348.045654,cluster1
1133,3264.751953,2988.556885,cluster1
1134,4067.365234,2551.64209,cluster1
1135,3921.435547,2721.80127,cluster1
1136,4072.455811,2541.61084,cluster1
1137,3888.770996,2380.73999,cluster1
1138,3676.239746,2330.955566,cluster1
1139,3331.35376,2602.54126,cluster1
1140,3681.754639,2334.670898,cluster1
1141,3902.345947,2366.62207,cluster1
1142,4053.366211,2768.985107,cluster1
1143,3312.263916,3058.403809,cluster1
1144,3694.905273,2310.521729,cluster1
1145,4098.756836,2627.804932,cluster1
1146,3441.225098,3246.39624,cluster1
1147,4149.662598,2436.468994,cluster1
1148,3711.025391,2356.219238,cluster1
1149,3438.255615,3241.566406,cluster1
1150,3477.70752,3113.389893,cluster1
1151,3216.391602,2911.651123,cluster1
1152,4156.025879,2452.44458,cluster1
1153,3714.418945,2290.459229,cluster1
1154,4055.487305,2358.820068,cluster1
1155,3201.968262,2919.453125,cluster1
1156,3730.539062,2335.042236,cluster1
1157,3542.187988,3396.121338,cluster1
1158,4154.329102,2470.649414,cluster1
1159,3853.985596,2329.0979,cluster1
1160,4087.303223,2815.797363,cluster1
1161,4149.662598,2480.680664,cluster1
1162,3736.053955,2268.167725,cluster1
1163,3747.931885,2316.094482,cluster1
1164,3757.688965,2305.691895,cluster1
1165,3165.910156,2941.001709,cluster1
1166,3218.512695,2718.828857,cluster1
1167,4136.512207,2510.03125,cluster1
1168,3756.840332,2246.990723,cluster1
1169,3569.761963,3440.704346,cluster1
1170,3769.566895,2294.545898,cluster1
1171,3384.380371,3163.174316,cluster1
1172,3154.032227,2855.550537,cluster1
1173,4251.474121,2388.542236,cluster1
1174,3132.397217,2963.293213,cluster1
1175,3783.141846,2226.928223,cluster1
1176,3792.474365,2274.112061,cluster1
1177,3467.102295,3436.617676,cluster1
1178,3143.851074,2852.206787,cluster1
1179,3112.034912,2977.411133,cluster1
1180,3808.17041,2259.994141,cluster1
1181,3179.060791,3124.907227,cluster1
1182,3808.594482,2208.351807,cluster1
1183,3162.092285,2826.199951,cluster1
1184,4676.960938,4536.707031,cluster1
1185,4684.59668,4563.828125,cluster1
1186,4669.325195,4508.842285,cluster1
1187,4714.291992,4528.533203,cluster1
1188,4718.958008,4549.338867,cluster1
1189,4694.777832,4596.894043,cluster1
1190,4630.297363,4450.141113,cluster1
1191,4728.291016,4588.720703,cluster1
1192,4713.019043,4631.445801,cluster1
1193,4779.196777,4543.022949,cluster1
1194,4723.200195,4650.394043,cluster1
1195,4731.260254,4654.108887,cluster1
1196,4542.061035,4567.915039,cluster1
1197,4723.200195,4667.483887,cluster1
1198,4809.739746,4538.936035,cluster1
1199,4825.859863,4502.526367,cluster1
1200,4658.29541,4656.338379,cluster1
1201,4762.652344,4646.307129,cluster1
1202,4550.969238,4600.980957,cluster1
1203,4595.087402,4385.495605,cluster1
1204,4841.556152,4529.647949,cluster1
1205,4743.986816,4701.292969,cluster1
1206,4817.375977,4584.633789,cluster1
1207,4802.52832,4639.991211,cluster1
1208,4523.395508,4498.439453,cluster1
1209,4809.739746,4639.991211,cluster1
1210,4766.894531,4692.004883,cluster1
1211,4854.706543,4559.741211,cluster1
1212,4861.918457,4576.459961,cluster1
1213,4830.950684,4650.394043,cluster1
1214,4697.747559,4720.612305,cluster1
1215,4764.773438,4398.870605,cluster1
1216,4435.158691,4574.230957,cluster1
1217,4576.422363,4690.890137,cluster1
1218,4682.475586,4726.928223,cluster1
1219,4879.735352,4592.063965,cluster1
1220,4844.949707,4674.914551,cluster1
1221,4504.305664,4424.877441,cluster1
1222,4870.82666,4605.067383,cluster1
